longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,predicted_house_value,abs_error,pct_error
-121.28,37.96,28.0,1942.0,724.0,1618.0,638.0,0.9365,52500.0,INLAND,77117.0,24617.0,46.88952380952381
-117.68,34.07,32.0,1775.0,314.0,1067.0,302.0,4.0375,121300.0,INLAND,143912.0,22612.0,18.64138499587799
-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0,224700.0,<1H OCEAN,248452.0,23752.0,10.57053849577214
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,84300.0,NEAR BAY,106933.0,22633.0,26.848161328588375
-117.18,32.69,48.0,2764.0,491.0,978.0,449.0,5.1249,432400.0,NEAR OCEAN,419390.29,13009.710000000021,3.0087210915818736
-121.87,39.74,7.0,1737.0,290.0,747.0,265.0,3.9,147000.0,INLAND,127590.0,19410.0,13.204081632653061
-118.01,34.55,2.0,2701.0,530.0,1368.0,430.0,4.071,137400.0,INLAND,163465.0,26065.0,18.970160116448326
-117.95,33.99,15.0,3978.0,692.0,2418.0,665.0,5.0142,269900.0,<1H OCEAN,234043.0,35857.0,13.285290848462395
-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,122400.0,NEAR OCEAN,94927.0,27473.0,22.4452614379085
-120.79,38.83,15.0,1374.0,291.0,709.0,239.0,1.7222,118500.0,INLAND,108566.0,9934.0,8.383122362869198
-121.38,38.49,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,108900.0,INLAND,114123.0,5223.0,4.796143250688705
-118.13,34.18,52.0,1464.0,211.0,603.0,226.0,5.8309,309100.0,INLAND,312711.01,3611.0100000000093,1.168233581365257
-117.28,34.09,44.0,376.0,,273.0,107.0,2.2917,90800.0,INLAND,91886.0,1086.0,1.196035242290749
-117.14,32.71,52.0,1225.0,332.0,955.0,321.0,1.6011,106300.0,NEAR OCEAN,92099.0,14201.0,13.359360301034807
-122.42,38.31,18.0,1479.0,246.0,550.0,217.0,4.7356,333300.0,NEAR BAY,236866.01,96433.98999999999,28.933090309030902
-119.61,36.33,32.0,1492.0,284.0,926.0,264.0,3.0139,61500.0,INLAND,76980.0,15480.0,25.170731707317074
-117.89,34.07,35.0,834.0,137.0,392.0,123.0,4.5179,218800.0,<1H OCEAN,185920.0,32880.0,15.027422303473493
-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875,176600.0,<1H OCEAN,188979.0,12379.0,7.009626274065685
-124.17,40.62,32.0,1595.0,309.0,706.0,277.0,2.8958,86400.0,NEAR OCEAN,89571.0,3171.0,3.670138888888889
-121.17,37.97,28.0,1374.0,248.0,769.0,229.0,3.6389,130400.0,INLAND,150276.0,19876.0,15.242331288343557
-121.51,38.54,34.0,2815.0,479.0,1075.0,471.0,3.9792,164800.0,INLAND,164509.0,291.0,0.17657766990291263
-122.18,37.78,50.0,1642.0,322.0,713.0,284.0,3.2984,160700.0,NEAR BAY,181338.0,20638.0,12.842563783447417
-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,500001.0,<1H OCEAN,369224.13,130776.87,26.15532168935662
-122.27,37.85,47.0,1375.0,307.0,843.0,319.0,1.3785,142300.0,NEAR BAY,134534.0,7766.0,5.457484188334504
-121.47,38.52,42.0,2316.0,515.0,1597.0,522.0,1.8205,60400.0,INLAND,70151.0,9751.0,16.144039735099337
-122.13,38.26,40.0,1538.0,255.0,669.0,263.0,3.3281,170200.0,NEAR BAY,135831.0,34369.0,20.193301997649822
-122.05,37.33,21.0,2052.0,346.0,933.0,351.0,5.3167,416300.0,<1H OCEAN,333219.02,83080.97999999998,19.956997357674748
-118.32,34.1,30.0,2193.0,965.0,2197.0,836.0,1.8277,137500.0,<1H OCEAN,227622.01,90122.01000000001,65.54328000000001
-117.02,32.71,20.0,4050.0,745.0,2870.0,761.0,3.7366,121800.0,NEAR OCEAN,135172.0,13372.0,10.978653530377668
-122.01,37.18,37.0,3852.0,652.0,1534.0,567.0,5.8596,318700.0,<1H OCEAN,385089.07,66389.07,20.83121117037967
-122.09,37.4,26.0,3218.0,1021.0,2087.0,964.0,3.2875,182700.0,NEAR BAY,268437.01,85737.01000000001,46.92775588396279
-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,1.8086,97100.0,<1H OCEAN,100595.0,3495.0,3.599382080329557
-118.19,33.95,41.0,1368.0,309.0,1244.0,312.0,3.0833,164800.0,<1H OCEAN,156620.0,8180.0,4.963592233009709
-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001,500001.0,NEAR OCEAN,493431.82,6569.179999999993,1.313833372333254
-114.6,33.62,16.0,3741.0,801.0,2434.0,824.0,2.6797,86500.0,INLAND,76807.0,9693.0,11.20578034682081
-118.16,34.17,52.0,1193.0,228.0,703.0,221.0,3.1741,163800.0,<1H OCEAN,208412.0,44612.0,27.235653235653235
-122.47,37.78,52.0,2275.0,412.0,1166.0,424.0,4.0652,421300.0,NEAR BAY,401051.03,20248.969999999972,4.806306669831467
-118.32,34.1,28.0,1759.0,716.0,1463.0,620.0,1.7306,450000.0,<1H OCEAN,208731.0,241269.0,53.61533333333334
-117.67,33.51,18.0,1645.0,393.0,1490.0,355.0,3.4792,126400.0,<1H OCEAN,177836.0,51436.0,40.69303797468354
-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,363600.0,NEAR BAY,433034.47,69434.46999999997,19.09638888888888
-117.22,32.81,21.0,1703.0,335.0,902.0,369.0,3.7813,362500.0,NEAR OCEAN,213082.01,149417.99,41.21875586206896
-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,200000.0,NEAR BAY,201710.0,1710.0,0.855
-118.34,34.04,42.0,1681.0,360.0,987.0,337.0,2.6,171400.0,<1H OCEAN,174322.0,2922.0,1.7047841306884481
-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,3.4058,275000.0,<1H OCEAN,291846.05,16846.04999999999,6.12583636363636
-117.85,33.76,33.0,1866.0,327.0,1053.0,371.0,4.5461,213800.0,<1H OCEAN,213425.01,374.9899999999907,0.17539289055191332
-117.26,32.81,25.0,2076.0,586.0,1060.0,554.0,2.8421,227800.0,NEAR OCEAN,239218.01,11418.01000000001,5.012295873573314
-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,500001.0,<1H OCEAN,456265.59,43735.409999999974,8.747064505870982
-122.74,38.45,25.0,2696.0,496.0,1296.0,514.0,4.0798,179200.0,<1H OCEAN,204236.0,25036.0,13.970982142857144
-119.18,34.21,46.0,2062.0,484.0,1522.0,469.0,3.087,213900.0,NEAR OCEAN,193670.0,20230.0,9.457690509583918
-122.49,37.69,35.0,2576.0,443.0,1273.0,433.0,4.7391,272800.0,NEAR OCEAN,275137.0,2337.0,0.8566715542521993
-117.51,33.88,24.0,3044.0,602.0,2541.0,564.0,4.131,123800.0,INLAND,155039.0,31239.0,25.233441033925686
-117.4,34.0,24.0,2316.0,599.0,1829.0,532.0,1.6955,86800.0,INLAND,95102.0,8302.0,9.564516129032258
-122.19,37.76,49.0,1368.0,282.0,790.0,269.0,1.7056,91400.0,NEAR BAY,86379.0,5021.0,5.493435448577681
-116.97,32.56,23.0,1262.0,294.0,5176.0,275.0,2.5625,153300.0,NEAR OCEAN,136226.0,17074.0,11.137638617090671
-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,186900.0,NEAR BAY,231510.06,44610.06,23.868410914927768
-121.78,37.69,35.0,2853.0,588.0,1761.0,572.0,4.3533,168400.0,INLAND,190651.0,22251.0,13.213182897862232
-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,96300.0,<1H OCEAN,99352.0,3052.0,3.1692627206645896
-122.69,38.37,8.0,6322.0,1001.0,2969.0,1043.0,4.8233,214000.0,<1H OCEAN,206477.0,7523.0,3.515420560747663
-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,1.5272,100300.0,<1H OCEAN,99542.0,758.0,0.7557328015952144
-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,169800.0,NEAR OCEAN,165391.0,4409.0,2.5965842167255593
-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,98400.0,<1H OCEAN,127108.0,28708.0,29.17479674796748
-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,500001.0,<1H OCEAN,500001.0,0.0,0.0
-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,3.7109,199800.0,<1H OCEAN,187195.0,12605.0,6.308808808808809
-118.14,33.97,31.0,1161.0,267.0,1175.0,282.0,3.0114,177000.0,<1H OCEAN,172280.0,4720.0,2.666666666666667
-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,255200.0,INLAND,174630.0,80570.0,31.571316614420063
-122.72,38.43,31.0,2020.0,476.0,1408.0,437.0,2.5735,131100.0,<1H OCEAN,159854.0,28754.0,21.932875667429443
-122.09,37.64,36.0,1885.0,307.0,853.0,271.0,4.1141,173100.0,NEAR BAY,201484.04,28384.040000000008,16.397481224725595
-117.27,34.13,36.0,3337.0,687.0,2388.0,589.0,2.9628,87800.0,INLAND,90135.0,2335.0,2.6594533029612757
-116.98,32.75,25.0,4137.0,662.0,1905.0,630.0,4.375,214000.0,<1H OCEAN,177827.0,36173.0,16.903271028037384
-122.12,37.82,26.0,2269.0,317.0,918.0,313.0,6.6657,364500.0,NEAR BAY,347997.01,16502.98999999999,4.527569272976678
-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,181200.0,INLAND,182433.0,1233.0,0.6804635761589404
-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,5.6605,224400.0,NEAR OCEAN,307605.07,83205.07,37.07890819964349
-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,74100.0,NEAR OCEAN,66614.0,7486.0,10.102564102564102
-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3.9261,101300.0,INLAND,88070.0,13230.0,13.060217176702862
-121.49,38.63,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,129300.0,INLAND,142061.0,12761.0,9.869296210363496
-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,72200.0,INLAND,77925.0,5725.0,7.929362880886427
-120.62,38.71,10.0,6305.0,1150.0,2597.0,921.0,4.0197,132200.0,INLAND,153711.0,21511.0,16.271558245083206
-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,148100.0,NEAR OCEAN,200151.01,52051.01000000001,35.145854152599604
-118.06,33.99,47.0,1588.0,309.0,827.0,292.0,3.7833,166100.0,<1H OCEAN,196845.0,30745.0,18.509933774834437
-122.11,37.7,19.0,2693.0,789.0,1765.0,724.0,2.4206,137500.0,NEAR BAY,167283.0,29783.0,21.660363636363638
-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1.4619,60500.0,INLAND,53602.0,6898.0,11.401652892561984
-118.41,33.92,22.0,2340.0,584.0,1141.0,554.0,4.5729,337500.0,<1H OCEAN,364825.02,27325.02000000002,8.096302222222228
-121.99,37.53,25.0,5405.0,939.0,2831.0,923.0,5.0423,222200.0,<1H OCEAN,247334.0,25134.0,11.311431143114312
-119.82,34.45,24.0,3592.0,533.0,1683.0,528.0,6.7247,333800.0,NEAR OCEAN,386580.11,52780.109999999986,15.811896345116832
-117.08,32.75,20.0,1989.0,508.0,1452.0,462.0,2.0077,118300.0,NEAR OCEAN,110592.0,7708.0,6.5156382079459005
-117.21,32.8,34.0,1398.0,222.0,532.0,244.0,3.7102,289600.0,NEAR OCEAN,214175.05,75424.95000000001,26.04452693370166
-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,226800.0,<1H OCEAN,183755.0,43045.0,18.97927689594356
-120.35,36.16,18.0,1519.0,296.0,846.0,272.0,2.7792,85300.0,INLAND,76965.0,8335.0,9.771395076201642
-117.08,33.12,37.0,1060.0,268.0,823.0,229.0,1.8363,145500.0,<1H OCEAN,137823.0,7677.0,5.276288659793814
-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0,<1H OCEAN,327149.1,7749.099999999977,2.4261427676894107
-121.3,37.98,47.0,2373.0,461.0,990.0,444.0,4.175,98300.0,INLAND,160188.0,61888.0,62.958290946083416
-119.85,34.4,14.0,2307.0,650.0,5723.0,615.0,2.1652,37500.0,NEAR OCEAN,212443.04,174943.04,466.5147733333334
-117.64,33.45,26.0,1528.0,,607.0,218.0,6.2871,325500.0,NEAR OCEAN,356256.25,30756.25,9.448924731182796
-117.73,34.07,33.0,1921.0,489.0,1430.0,467.0,2.3406,122600.0,INLAND,119019.0,3581.0,2.920880913539967
-118.31,33.87,27.0,3348.0,695.0,1545.0,625.0,4.7543,296300.0,<1H OCEAN,272502.0,23798.0,8.031724603442457
-118.1,34.06,36.0,1463.0,369.0,1492.0,366.0,3.25,179200.0,<1H OCEAN,165704.0,13496.0,7.53125
-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0,<1H OCEAN,341531.01,16931.01000000001,5.215961182994457
-122.08,37.4,52.0,766.0,203.0,448.0,196.0,2.5208,316700.0,NEAR BAY,205512.0,111188.0,35.108304389011685
-121.92,37.72,4.0,7477.0,1576.0,2937.0,1506.0,5.1437,299400.0,<1H OCEAN,253732.0,45668.0,15.25317301269205
-117.8,33.69,13.0,1161.0,289.0,630.0,296.0,3.3438,333300.0,<1H OCEAN,205830.01,127469.98999999999,38.24482148214821
-117.89,33.74,32.0,1562.0,365.0,2145.0,347.0,2.9167,158400.0,<1H OCEAN,164092.0,5692.0,3.593434343434344
-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,500001.0,<1H OCEAN,477894.57,22106.429999999993,4.421277157445683
-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,6.3712,369800.0,NEAR OCEAN,333399.06,36400.94,9.843412655489454
-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,213400.0,<1H OCEAN,223473.0,10073.0,4.720243673851921
-117.59,33.41,17.0,2248.0,448.0,878.0,423.0,5.1298,246000.0,NEAR OCEAN,322641.08,76641.08000000002,31.1549105691057
-117.39,33.98,37.0,2337.0,452.0,948.0,437.0,3.145,169100.0,INLAND,122928.0,46172.0,27.304553518628033
-118.54,34.25,26.0,2639.0,378.0,1191.0,401.0,6.2788,322200.0,<1H OCEAN,292649.01,29550.98999999999,9.171629422718805
-122.23,38.12,49.0,2715.0,435.0,1006.0,429.0,4.2308,145800.0,NEAR BAY,175195.0,29395.0,20.161179698216735
-118.11,33.89,35.0,1139.0,197.0,772.0,233.0,4.375,204700.0,<1H OCEAN,190163.0,14537.0,7.101612115290669
-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,196600.0,NEAR BAY,181735.0,14865.0,7.5610376398779255
-121.02,37.61,33.0,1469.0,370.0,1318.0,349.0,1.7104,59000.0,INLAND,87557.0,28557.0,48.40169491525424
-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938,102600.0,INLAND,199016.0,96416.0,93.97270955165692
-117.24,34.15,23.0,3847.0,608.0,1621.0,630.0,4.6111,128400.0,INLAND,143453.0,15053.0,11.723520249221183
-122.1,37.66,35.0,686.0,142.0,480.0,149.0,3.875,162100.0,NEAR BAY,172993.0,10893.0,6.719925971622455
-118.45,34.03,41.0,2083.0,528.0,993.0,481.0,4.0231,353900.0,<1H OCEAN,427902.45,74002.45000000001,20.91055382876519
-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,102000.0,INLAND,139844.0,37844.0,37.101960784313725
-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,190600.0,<1H OCEAN,165629.0,24971.0,13.101259181532004
-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,60900.0,INLAND,75146.0,14246.0,23.392446633825944
-117.96,33.65,23.0,5379.0,684.0,1826.0,555.0,7.0151,350600.0,<1H OCEAN,339298.0,11302.0,3.2236166571591554
-121.78,37.34,21.0,1959.0,292.0,891.0,300.0,7.375,338400.0,<1H OCEAN,333633.02,4766.979999999981,1.4086820330969212
-117.81,33.73,17.0,1063.0,189.0,363.0,183.0,2.1719,261300.0,<1H OCEAN,176133.02,85166.98000000001,32.593562954458484
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,157500.0,<1H OCEAN,193294.0,35794.0,22.726349206349205
-117.19,32.77,9.0,634.0,152.0,248.0,133.0,3.8571,143800.0,NEAR OCEAN,209283.02,65483.01999999999,45.53756606397774
-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,352100.0,<1H OCEAN,302823.02,49276.97999999998,13.99516614598125
-122.13,37.66,19.0,862.0,167.0,407.0,183.0,4.3456,163000.0,NEAR BAY,207513.0,44513.0,27.308588957055214
-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,82200.0,INLAND,99980.0,17780.0,21.630170316301705
-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194,197000.0,<1H OCEAN,220132.0,23132.0,11.742131979695431
-120.21,36.98,21.0,1667.0,303.0,861.0,276.0,2.6012,92200.0,INLAND,79497.0,12703.0,13.77765726681128
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,198600.0,NEAR OCEAN,245916.01,47316.01000000001,23.824778449144013
-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,111400.0,INLAND,135895.0,24495.0,21.988330341113105
-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,325000.0,NEAR OCEAN,183678.0,141322.0,43.48369230769231
-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425,93400.0,NEAR OCEAN,88478.0,4922.0,5.269807280513918
-118.42,34.29,34.0,1489.0,326.0,1389.0,313.0,3.4821,160300.0,<1H OCEAN,154304.0,5996.0,3.7404865876481597
-118.74,34.05,19.0,3487.0,686.0,2782.0,584.0,7.9184,500001.0,NEAR OCEAN,454549.59,45451.409999999974,9.090263819472357
-122.44,37.8,52.0,3149.0,719.0,1145.0,658.0,4.625,500001.0,NEAR BAY,497422.92,2578.0800000000163,0.5156149687700657
-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,500001.0,<1H OCEAN,360551.13,139449.87,27.88991822016356
-121.4,38.62,28.0,3671.0,886.0,1733.0,820.0,2.2292,113200.0,INLAND,112136.0,1064.0,0.9399293286219081
-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,204200.0,NEAR BAY,202059.0,2141.0,1.0484818805093046
-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,61400.0,INLAND,72042.0,10642.0,17.332247557003257
-121.88,37.34,40.0,1547.0,625.0,1493.0,543.0,1.2887,212500.0,<1H OCEAN,204777.0,7723.0,3.6343529411764703
-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115,184800.0,<1H OCEAN,223049.05,38249.04999999999,20.697537878787873
-118.32,34.11,33.0,5135.0,1450.0,2404.0,1292.0,3.2462,435700.0,<1H OCEAN,309755.04,125944.96000000002,28.90634840486574
-117.91,33.87,29.0,1121.0,,762.0,276.0,2.5,143800.0,<1H OCEAN,194241.01,50441.01000000001,35.077197496522956
-118.05,33.99,42.0,2480.0,401.0,1085.0,438.0,5.193,263400.0,<1H OCEAN,269039.02,5639.020000000019,2.140858010630227
-118.42,34.25,37.0,1545.0,341.0,1909.0,352.0,3.6791,148100.0,<1H OCEAN,153482.0,5382.0,3.634031060094531
-120.77,37.01,28.0,1689.0,378.0,1057.0,267.0,3.125,156300.0,INLAND,118676.0,37624.0,24.071657069737682
-118.35,34.18,46.0,1840.0,379.0,866.0,360.0,3.3056,230400.0,<1H OCEAN,242815.01,12415.01000000001,5.388459201388892
-118.3,34.11,25.0,1590.0,218.0,568.0,206.0,8.4389,500001.0,<1H OCEAN,464775.66,35225.340000000026,7.045053909892185
-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803,137500.0,<1H OCEAN,154925.0,17425.0,12.672727272727272
-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555,153100.0,INLAND,169846.0,16746.0,10.937949052906596
-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2.2917,92500.0,NEAR BAY,92552.0,52.0,0.05621621621621621
-117.61,34.09,23.0,1945.0,362.0,1483.0,383.0,4.4205,135500.0,INLAND,147424.0,11924.0,8.799999999999999
-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,121900.0,INLAND,116850.0,5050.0,4.142739950779328
-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,273600.0,NEAR OCEAN,277532.0,3932.0,1.4371345029239766
-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,158500.0,<1H OCEAN,173237.0,14737.0,9.297791798107255
-122.7,38.35,16.0,1328.0,187.0,607.0,197.0,5.0366,257800.0,<1H OCEAN,223936.01,33863.98999999999,13.135760279286265
-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0,NEAR BAY,349733.09,62766.909999999974,15.216220606060599
-121.81,38.45,24.0,1951.0,341.0,1140.0,338.0,3.7061,128500.0,INLAND,150778.0,22278.0,17.336964980544746
-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839,406700.0,INLAND,313307.0,93393.0,22.963609540201624
-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,231900.0,NEAR BAY,248906.0,17006.0,7.333333333333333
-121.76,37.0,21.0,1416.0,269.0,779.0,200.0,3.1987,279800.0,<1H OCEAN,225415.02,54384.98000000001,19.437090779127953
-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,252600.0,NEAR OCEAN,281718.0,29118.0,11.52731591448931
-117.93,33.83,32.0,1792.0,411.0,1131.0,381.0,2.4942,186300.0,<1H OCEAN,185807.0,493.0,0.2646269457863661
-118.36,34.19,46.0,1676.0,322.0,846.0,295.0,5.1814,209500.0,<1H OCEAN,321542.01,112042.01000000001,53.48067303102626
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,NEAR BAY,133020.0,8020.0,6.4159999999999995
-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,195800.0,<1H OCEAN,200853.0,5053.0,2.5806945863125637
-122.02,36.97,39.0,2124.0,661.0,1365.0,606.0,1.6642,281300.0,NEAR OCEAN,219713.0,61587.0,21.893707785282615
-117.85,33.78,23.0,3187.0,870.0,1977.0,852.0,3.3939,212100.0,<1H OCEAN,217085.0,4985.0,2.35030645921735
-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,310700.0,NEAR BAY,372988.17,62288.169999999984,20.04768908915352
-122.38,40.56,23.0,2281.0,408.0,1164.0,420.0,3.5347,101200.0,INLAND,102133.0,933.0,0.9219367588932806
-117.0,32.85,24.0,1888.0,319.0,950.0,319.0,5.282,140800.0,<1H OCEAN,185550.0,44750.0,31.782670454545453
-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,248100.0,<1H OCEAN,231432.0,16668.0,6.71825876662636
-118.18,33.78,36.0,1697.0,550.0,1379.0,434.0,1.2746,129700.0,NEAR OCEAN,152474.0,22774.0,17.55898226676947
-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,223000.0,<1H OCEAN,207678.0,15322.0,6.870852017937219
-120.46,34.63,48.0,1408.0,301.0,682.0,279.0,2.9271,146600.0,NEAR OCEAN,201216.04,54616.04000000001,37.25514324693043
-118.73,36.01,14.0,3263.0,651.0,1910.0,594.0,2.8603,128900.0,INLAND,84399.0,44501.0,34.523661753297134
-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2.5904,71400.0,INLAND,91472.0,20072.0,28.112044817927174
-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,327300.0,<1H OCEAN,200067.01,127232.98999999999,38.873507485487316
-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,51700.0,INLAND,50080.0,1620.0,3.133462282398453
-118.22,33.83,44.0,1792.0,404.0,1115.0,358.0,3.9091,174400.0,<1H OCEAN,174230.0,170.0,0.09747706422018348
-118.98,37.65,18.0,1795.0,416.0,483.0,208.0,4.5375,169800.0,INLAND,140401.0,29399.0,17.31389870435807
-123.02,38.81,45.0,1717.0,389.0,916.0,367.0,3.2425,138800.0,<1H OCEAN,140316.0,1516.0,1.0922190201729107
-122.06,37.38,20.0,4293.0,1272.0,2389.0,1210.0,4.2719,270800.0,NEAR BAY,315431.15,44631.15000000002,16.481222304283612
-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,187500.0,NEAR BAY,168403.07,19096.929999999993,10.18502933333333
-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,84100.0,INLAND,87044.0,2944.0,3.500594530321046
-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,212200.0,INLAND,181280.0,30920.0,14.571159283694628
-118.26,33.95,38.0,1387.0,346.0,1240.0,355.0,1.6898,95100.0,<1H OCEAN,95563.0,463.0,0.4868559411146162
-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,261800.0,INLAND,247764.0,14036.0,5.3613445378151265
-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,239400.0,<1H OCEAN,267931.02,28531.02000000002,11.917719298245622
-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,1.4828,73100.0,INLAND,72632.0,468.0,0.640218878248974
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0,<1H OCEAN,239697.01,20497.01000000001,9.350825729927012
-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404,368400.0,<1H OCEAN,395627.12,27227.119999999995,7.390640608034743
-117.15,34.06,25.0,3670.0,644.0,1815.0,634.0,4.0658,127400.0,INLAND,129308.0,1908.0,1.4976452119309263
-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,190000.0,NEAR BAY,207924.03,17924.03,9.433699999999998
-118.55,34.2,21.0,2549.0,651.0,1624.0,628.0,3.6905,179800.0,<1H OCEAN,230900.0,51100.0,28.420467185761954
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,212300.0,<1H OCEAN,212067.0,233.0,0.10975035327366935
-121.18,37.99,31.0,2450.0,559.0,1459.0,478.0,2.4674,130900.0,INLAND,108310.0,22590.0,17.257448433919024
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,NEAR BAY,136848.01,9848.01000000001,7.754338582677173
-116.11,33.64,20.0,1273.0,354.0,1548.0,355.0,2.0871,84700.0,INLAND,63225.0,21475.0,25.35419126328217
-118.31,34.02,52.0,1832.0,441.0,1186.0,420.0,1.2434,98400.0,<1H OCEAN,117194.0,18794.0,19.09959349593496
-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,500001.0,NEAR OCEAN,487458.7,12542.299999999988,2.5084549830900316
-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,114000.0,INLAND,160780.0,46780.0,41.03508771929825
-121.09,37.33,40.0,524.0,112.0,329.0,96.0,1.7188,112500.0,INLAND,89393.0,23107.0,20.539555555555555
-118.13,34.01,40.0,2412.0,629.0,2119.0,600.0,2.075,151100.0,<1H OCEAN,153955.0,2855.0,1.889477167438782
-122.26,38.1,30.0,3317.0,1058.0,1794.0,990.0,1.1835,133300.0,NEAR BAY,142492.04,9192.040000000008,6.895753938484628
-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,152700.0,<1H OCEAN,108272.0,44428.0,29.094957432874917
-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509,170800.0,<1H OCEAN,169519.0,1281.0,0.75
